"Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3"
"1/12/2009","15:17:00",0.642,0.212,246.19,2.8,0,1,1
"1/12/2009","15:18:00",0.78445,0.212,246.33,2.6,0,2,1
"1/12/2009","15:19:00",0.78645,0.214,246.59,2.6,0,1,0
"1/12/2009","15:20:00",-1.21741934086095,0.216,246.92,2.6,0,1,1
"1/12/2009","15:21:00",0.626,0.212,246.54,2.6,0,2,1
"1/12/2009","15:22:00",0.624,0.214,246.83,2.6,0,1,0
"1/12/2009","15:23:00",0.7917,0.216,246.94,2.6,0,2,1
"1/12/2009","15:24:00",0.63,0.218,247.28,2.6,0,1,1
"1/12/2009","15:25:00",2.37467745617898,0.22,247.62,2.6,0,1,1
"1/12/2009","15:26:00",-1.90576833006284,0.218,247.42,2.6,0,2,0
"1/12/2009","15:27:00",0.79145,0.216,246.85,2.6,0,1,1
"1/12/2009","15:28:00",0.79095,0.212,246.39,2.6,0,1,1
"1/12/2009","15:29:00",0.6,0.214,246.42,2.6,0,2,0
"1/12/2009","15:30:00",0.6,0.214,246.67,2.6,0,1,1
"1/12/2009","15:31:00",1.4666154210406,0.094,246.58,2.2,0,1,1
"1/12/2009","15:32:00",5.46343838530717,0.072,246.68,2,0,1,0
"1/12/2009","15:33:00",0.508,0.072,246.94,2,0,2,1
"1/12/2009","15:34:00",3.33297403303164,0.072,246.94,2,0,1,1
"1/12/2009","15:35:00",0.78825,0,246.5,2,0,1,0
"1/12/2009","15:36:00",0.498,0,243.96,2.2,0,0,1
"1/12/2009","15:37:00",0.5,0,244.08,2,0,0,1
"1/12/2009","15:38:00",2.54949754154133,0,243.9,2,0,0,0
"1/12/2009","15:39:00",1.82513402508318,0,243.43,2,0,0,1
"1/12/2009","15:40:00",1.12137776368847,0,243.52,2,0,0,1
"1/12/2009","15:41:00",4.36924495050996,0,243.76,2,0,0,0
"1/12/2009","15:42:00",0.7967,0,243.86,2,0,0,1
"1/12/2009","15:43:00",0.7978,0,244.23,2,0,0,1
"1/12/2009","15:44:00",1.90948087007742,0.046,244.81,2,0,0,0
"1/12/2009","15:45:00",1.10846146231197,0,244.58,2,0,0,1
"1/12/2009","15:46:00",-1.11162099232684,0,243.34,2,0,0,1
"1/12/2009","15:47:00",0.498,0,243.18,2,0,0,0
"1/12/2009","15:48:00",0.963786794697263,0,243.55,2,0,0,1
"1/12/2009","15:49:00",5.09934694199994,0,243.59,2,0,0,1
"1/12/2009","15:50:00",0.7985,0.062,244.23,1.8,0,0,0
"1/12/2009","15:51:00",0.426,0.06,245.32,1.8,0,0,1
"1/12/2009","15:52:00",0.7934,0.06,244.9,1.8,0,0,1
"1/12/2009","15:53:00",1.40333752076524,0.06,244.95,1.8,0,0,0
"1/12/2009","15:54:00",0.78875,0.06,245.15,1.8,0,0,1
"1/12/2009","15:55:00",0.7869,0.05,245.95,2.2,0,0,1
"1/12/2009","15:56:00",1.39605024450838,0.08,245.65,2.2,0,0,0
"1/12/2009","15:57:00",3.48748459658244,0.082,246,2.2,0,0,1
"1/12/2009","15:58:00",0.77875,0.08,245.58,2.2,0,0,1
"1/12/2009","15:59:00",0.7763,0.08,245.68,2.2,0,0,0
"1/12/2009","16:00:00",-0.309081499923695,0.08,245.19,2.2,0,0,1
"1/12/2009","16:01:00",0.77155,0.08,245.22,2.2,0,0,1
"1/12/2009","16:02:00",0.522,0.078,244.83,2.2,0,0,0
"1/12/2009","16:03:00",0.662,0.074,245.07,2.8,0,0,1
"1/12/2009","16:04:00",1.134,0.058,244.36,4.6,0,0,1
"1/12/2009","16:05:00",0.795,0.056,244.06,4.6,0,0,0
"1/12/2009","16:06:00",1.126,0.056,243.7,4.6,0,0,1
"1/12/2009","16:07:00",1.138,0.06,244.46,4.6,0,0,1
"1/12/2009","16:08:00",0.9266,0.058,244.38,4.6,0,0,0
"1/12/2009","16:09:00",0.9331,0.058,244.33,4.6,0,0,1
"1/12/2009","16:10:00",0.62,0.054,245.02,4.6,0,0,1
"1/12/2009","16:11:00",0.62,0.078,245.63,4.2,0,0,0
"1/12/2009","16:12:00",2.75429455528304,0.078,244.87,4.2,0,0,1
"1/12/2009","16:13:00",0.9559,0.078,244.97,4.2,0,0,1
"1/12/2009","16:14:00",0.736,0.076,245.69,4.2,0,0,1
"1/12/2009","16:15:00",0.738,0.056,245.94,4,0,0,0
"1/12/2009","16:16:00",0.9606,0.056,245.52,4,0,0,1
"1/12/2009","16:17:00",0.692,0.056,245.48,4,0,0,1
"1/12/2009","16:18:00",0.9604,0.058,245.41,4,0,0,0
"1/12/2009","16:19:00",0.656,0.056,245.5,4,0,0,1
"1/12/2009","16:20:00",2.60146316215844,0.06,245.2,4,0,0,1
"1/12/2009","16:21:00",0.648,0.076,245.49,4.2,0,0,0
"1/12/2009","16:22:00",0.95725,0.076,245.69,4.2,0,0,1
"1/12/2009","16:23:00",0.644,0.076,245.84,4.2,0,0,1
"1/12/2009","16:24:00",0.95415,0.078,244.95,4.2,0,0,0
"1/12/2009","16:25:00",0.9517,0.078,244.64,4.2,0,0,1
"1/12/2009","16:26:00",0.648,0.08,243.01,4.2,0,0,1
"1/12/2009","16:27:00",0.646,0.082,243.23,4.2,0,0,0
"1/12/2009","16:28:00",8.95312324329815,0,242.85,4.4,0,0,1
"1/12/2009","16:29:00",0.9257,0,242.55,4.6,0,0,1
"1/12/2009","16:30:00",4.72877040029501,0,242.88,4.6,0,0,0
"1/12/2009","16:31:00",0.548,0,243.79,4.6,0,0,1
"1/12/2009","16:32:00",8.20443388618852,0,243.98,4.6,0,0,1
"1/12/2009","16:33:00",0.558,0,244.39,4.6,0,0,0
"1/12/2009","16:34:00",0.55,0,245.14,4.6,0,0,1
"1/12/2009","16:35:00",1.24451358290397,0.172,244.85,5,0,0,1
"1/12/2009","16:36:00",-3.45238865699914,0.17,244.97,5,0,0,0
"1/12/2009","16:37:00",2.34700024766618,0.172,245.23,5,0,0,1
"1/12/2009","16:38:00",0.552,0.172,245.31,4.8,0,0,1
"1/12/2009","16:39:00",1.23417395953433,0.17,244.67,4.8,0,0,0
"1/12/2009","16:40:00",0.552,0.17,245.03,4.8,0,0,1
"1/12/2009","16:41:00",4.21086892231738,0.17,245.09,4.8,0,0,1
"1/12/2009","16:42:00",0.554,0.072,245.01,4.6,0,0,0
"1/12/2009","16:43:00",5.77190349936811,0.06,244.32,4.6,0,0,1
"1/12/2009","16:44:00",0.554,0.06,244.28,4.6,0,0,1
"1/12/2009","16:45:00",0.8645,0.06,244.54,4.6,0,0,0
"1/12/2009","16:46:00",-6.24485616292677,0.058,243.66,4.6,0,0,1
"1/12/2009","16:47:00",0.86045,0.058,243.59,4.6,0,0,1
"1/12/2009","16:48:00",-0.666558322945252,0.058,243.64,4.6,0,0,0
"1/12/2009","16:49:00",-0.449440189682755,0.058,243.94,4.6,0,0,1
"1/12/2009","16:50:00",4.09085460751825,0,243.95,4.4,0,0,1
"1/12/2009","16:51:00",-2.16651586629518,0.078,244.34,4.2,0,0,0
"1/12/2009","16:52:00",0.8675,0.078,243.9,4.2,0,0,1
"1/12/2009","16:53:00",0.54,0.078,243.61,4.2,0,0,1
"1/12/2009","16:54:00",0.85985,0.08,242.72,4.2,0,0,0
"1/12/2009","16:55:00",7.56750091145529,0.082,241.61,4.2,0,0,1
"1/12/2009","16:56:00",0.8575,0.082,241.02,4.2,0,0,1
"1/12/2009","16:57:00",0.8579,0.084,240.4,4.2,0,0,0
"1/12/2009","16:58:00",4.47167265307736,0.082,239.98,4.2,0,0,1
"1/12/2009","16:59:00",0.86035,0.082,240.45,4.2,0,0,1
"1/12/2009","17:00:00",0.708,0.082,240.56,4.2,0,0,0
"1/12/2009","17:01:00",0.704,0.082,240.24,4.2,0,0,1
"1/12/2009","17:02:00",0.698,0.082,240.54,4.2,0,0,1
"1/12/2009","17:03:00",5.63904853948011,0.08,242.77,4.2,0,0,0
"1/12/2009","17:04:00",0.698,0.08,242.59,4.2,0,0,1
"1/12/2009","17:05:00",0.706,0.082,241.52,4.2,0,0,1
"1/12/2009","17:06:00",0.86985,0.082,241.47,4.2,0,0,0
"1/12/2009","17:07:00",0.702,0.082,241.06,4.2,0,0,1
"1/12/2009","17:08:00",0.8728,0.082,240.87,4.2,0,0,1
"1/12/2009","17:09:00",8.15103058796071,0.082,240.69,4.2,0,0,0
"1/12/2009","17:10:00",0.702,0.08,241.4,4,0,0,1
"1/12/2009","17:11:00",0.8794,0.08,241.38,4,0,0,0
"1/12/2009","17:12:00",0.87925,0.082,241,4.2,0,0,1
"1/12/2009","17:13:00",0.87885,0.082,240.69,4.2,0,0,1
"1/12/2009","17:14:00",3.55401922054518,0.058,240.45,4.2,0,0,0
"1/12/2009","17:15:00",0.88085,0.05,240.34,4.6,0,0,1
"1/12/2009","17:16:00",0.88075,0.05,240.85,4.6,0,0,1
"1/12/2009","17:17:00",2.54378090078026,0.05,241.01,4.6,0,0,0
"1/12/2009","17:18:00",0.538,0.052,241.48,4.6,0,0,1
"1/12/2009","17:19:00",6.53844708656944,0.05,241.46,4.6,0,0,1
"1/12/2009","17:20:00",3.22072211258386,0.052,240.9,4.6,0,0,0
"1/12/2009","17:21:00",0.538,0.154,242.02,5,0,0,1
"1/12/2009","17:22:00",0.54,0.158,241.95,4.8,0,0,1
"1/12/2009","17:23:00",0.87875,0.16,242.14,4.8,0,0,0
"1/12/2009","17:24:00",2.5666749904194,0.156,241.51,4.8,0,0,1
"1/12/2009","17:25:00",0.54,0.156,241.42,5,0,0,1
"1/12/2009","17:26:00",3.60926536229258,0.154,241.1,4.8,0,0,0
"1/12/2009","17:27:00",4.18729019341937,0.18,241.53,4.2,0,0,1
"1/12/2009","17:28:00",1.58245533228522,0.186,241.61,4.2,0,0,1
"1/12/2009","17:29:00",0.8774,0.188,242.06,4.2,0,0,0
"1/12/2009","17:30:00",0.8723,0.132,242.18,4,0,0,1
"1/12/2009","17:31:00",0.864,0.054,242.05,3.8,0,0,1
"1/12/2009","17:32:00",0.8609,0.122,242.26,4,0,0,0
"1/12/2009","17:33:00",0.544,0.184,242.11,4,0,1,1
"1/12/2009","17:34:00",0.8597,0.134,241.51,4.2,0,1,1
"1/12/2009","17:35:00",0.576,0.066,240.76,4,0,1,0
"1/12/2009","17:36:00",0.8561,0.07,242.03,4,0,2,1
"1/12/2009","17:37:00",0.8547,0.07,242.62,4,0,1,1
"1/12/2009","17:38:00",0.85325,0.07,242.54,4,0,2,0
"1/12/2009","17:39:00",0.85175,0.07,242.4,4,0,1,1
"1/12/2009","17:40:00",0.85015,0.074,242.99,4,0,1,1
"1/12/2009","17:41:00",0.638,0.07,242.01,4,0,2,0
"1/12/2009","17:42:00",0.84705,0.068,242.27,4,0,1,1
"1/12/2009","17:43:00",2.60205878602947,0.066,242.34,4,0,2,1
"1/12/2009","17:44:00",1.56223985333089,0.136,242.04,5,0,1,3
"1/12/2009","17:45:00",0.84245,0.25,241.59,6.4,0,2,10
"1/12/2009","17:46:00",0.8607,0.246,241.38,6.6,0,1,11
"1/12/2009","17:47:00",0.87815,0.248,241.71,6.6,0,1,11
"1/12/2009","17:48:00",1.82,0.246,241.66,6.6,0,2,11
"1/12/2009","17:49:00",0.93825,0.12,242.38,5,0,1,5
"1/12/2009","17:50:00",2.044,0.068,242.21,4,0,1,0
"1/12/2009","17:51:00",5.33257180837875,0.07,242.3,3.8,0,2,1
"1/12/2009","17:52:00",1.0469,0.072,242.22,3.8,0,1,0
"1/12/2009","17:53:00",-3.64385265784627,0.072,242.41,3.8,0,1,1
"1/12/2009","17:54:00",5.80861512930936,0.104,241.88,4,0,1,1
"1/12/2009","17:55:00",-0.889222262696037,0.208,242.31,4.4,0,2,0
"1/12/2009","17:56:00",1.1287,0.21,242.73,4.4,0,1,1
"1/12/2009","17:57:00",1.382,0.214,242.46,4.2,0,1,1
"1/12/2009","17:58:00",1.1707,0.212,241.64,4.2,0,1,0
"1/12/2009","17:59:00",1.378,0.182,241.48,4.2,0,1,1
"1/12/2009","18:00:00",1.21265,0.092,242.2,4,0,0,1
"1/12/2009","18:01:00",-2.46573283850066,0.094,242.49,4,0,0,0
"1/12/2009","18:02:00",1.382,0.094,242.86,4,0,0,1
"1/12/2009","18:03:00",2.53835315695146,0.094,242.88,4,0,0,1
"1/12/2009","18:04:00",1.29645,0.094,242.96,4,0,0,0
"1/12/2009","18:05:00",4.23581268735151,0.098,242.73,3.8,0,0,1
"1/12/2009","18:06:00",0.532038240433646,0.104,243.78,3.8,0,0,1
"1/12/2009","18:07:00",1.354,0.1,241.93,5,0,0,0
"1/12/2009","18:08:00",-0.528765779621261,0.108,241.82,5,0,0,1
"1/12/2009","18:09:00",-1.91782199546469,0.122,242.28,6.4,0,0,1
"1/12/2009","18:10:00",5.4623433986085,0,242.76,6.8,0,0,0
"1/12/2009","18:11:00",1.4305,0,242.85,6.6,0,0,1
"1/12/2009","18:12:00",1.44955,0,242.18,6.6,0,0,1
"1/12/2009","18:13:00",1.312,0,240.97,6.6,0,0,0
"1/12/2009","18:14:00",1.488,0.082,240.54,7,0,0,1
"1/12/2009","18:15:00",1.5048,0.092,241.3,7,0,0,1
"1/12/2009","18:16:00",0.285243578523756,0.092,240.9,7,0,0,0
"1/12/2009","18:17:00",4.36094677371738,0.086,240.58,8.6,0,0,1
"1/12/2009","18:18:00",1.55525,0.086,240.79,8.6,0,0,1
"1/12/2009","18:19:00",1.346,0.088,240.91,8.2,0,0,0
"1/12/2009","18:20:00",1.5901,0.086,240.23,8.2,0,0,1
"1/12/2009","18:21:00",1.616,0.09,240.81,7.4,0,0,1
"1/12/2009","18:22:00",0.308984060400303,0.092,240.56,6.8,0,0,0
"1/12/2009","18:23:00",0.151791338452268,0.096,240.93,5.8,0,0,1
"1/12/2009","18:24:00",1.952,0.094,240.69,5.6,0,0,1
"1/12/2009","18:25:00",2.766,0.096,241.1,5.8,0,0,0
"1/12/2009","18:26:00",2.868,0.09,240.71,5.6,0,0,1
"1/12/2009","18:27:00",1.8256,0,239.99,5.6,0,0,1
"1/12/2009","18:28:00",-1.49147217543793,0,240.13,5.6,0,0,0
"1/12/2009","18:29:00",1.8809,0,240.3,5.6,0,0,1
"1/12/2009","18:30:00",3.08,0,239.91,5.6,0,0,0
"1/12/2009","18:31:00",1.9315,0,240.36,5.6,0,0,1
"1/12/2009","18:32:00",7.51942965685465,0,239.9,5.6,0,0,1
"1/12/2009","18:33:00",-2.33262686074869,0,240.44,5.6,0,0,0
"1/12/2009","18:34:00",3.006,0,240.7,5.8,0,0,1
"1/12/2009","18:35:00",3.32936652614154,0.118,241.14,6,0,0,1
"1/12/2009","18:36:00",2.25650322720312,0.116,241.14,6.2,0,0,0
"1/12/2009","18:37:00",2.944,0.118,241.09,6,0,0,1
"1/12/2009","18:38:00",2.948,0.12,240.87,6,0,0,1
"1/12/2009","18:39:00",5.22210502979569,0.122,241.05,6.4,0,0,0
"1/12/2009","18:40:00",2.29524605611433,0.118,240.63,7,0,0,1
"1/12/2009","18:41:00",0.211496206660475,0.116,239.8,7,0,0,1
"1/12/2009","18:42:00",2.908,0.098,237.8,5,0,0,0
"1/12/2009","18:43:00",2.894,0.106,240.52,5.2,0,0,1
"1/12/2009","18:44:00",2.4277,0.104,240.4,5.2,0,0,1
"1/12/2009","18:45:00",2.966,0.104,240.37,5.2,0,0,0
"1/12/2009","18:46:00",2.966,0.1,239.33,5.2,0,0,1
"1/12/2009","18:47:00",2.962,0.1,238.99,5.2,0,0,1
"1/12/2009","18:48:00",6.30774734779918,0.102,238.73,6.2,0,0,0
"1/12/2009","18:49:00",2.956,0.108,238.87,7.4,0,0,1
"1/12/2009","18:50:00",7.02646398161645,0,238.06,7,0,0,0
"1/12/2009","18:51:00",2.77798655052882,0,237.89,7,0,0,1
"1/12/2009","18:52:00",2.962,0,238.49,7,0,0,1
"1/12/2009","18:53:00",2.966,0,240.53,7,0,0,0
"1/12/2009","18:54:00",2.84095,0,240.19,7,0,0,1
"1/12/2009","18:55:00",1.6894421629879,0,240.06,7,0,0,1
"1/12/2009","18:56:00",2.956,0,239.33,7,0,0,0
"1/12/2009","18:57:00",2.952,0,238.64,7,0,0,1
"1/12/2009","18:58:00",2.962,0,238.76,7,0,0,1
"1/12/2009","18:59:00",3.04835,0,238.96,7,0,0,0
"1/12/2009","19:00:00",-2.81438194993889,0,239.18,7,0,0,1
"1/12/2009","19:01:00",3.1102,0,238.78,7,0,0,1
"1/12/2009","19:02:00",1.71,0,239.36,7,0,0,0
"1/12/2009","19:03:00",1.654,0,240.56,7,0,0,1
"1/12/2009","19:04:00",3.1052,0,240.26,7,0,0,1
"1/12/2009","19:05:00",8.4922589171931,0,239.53,7,0,0,0
"1/12/2009","19:06:00",3.0469,0,239.44,7.2,0,0,1
"1/12/2009","19:07:00",1.658,0.084,239.7,7.2,0,0,0
"1/12/2009","19:08:00",2.9798,0.08,238.76,7.2,0,0,1
"1/12/2009","19:09:00",1.3027093982237,0.084,240.06,7.2,0,0,1
"1/12/2009","19:10:00",1.768,0.084,240.52,7.2,0,0,0
"1/12/2009","19:11:00",2.9111,0.084,240.03,7.2,0,0,1
"1/12/2009","19:12:00",1.746,0.082,239.43,7.2,0,0,1
"1/12/2009","19:13:00",2.414,0.082,238.6,6.8,0,0,0
"1/12/2009","19:14:00",2.86025,0.148,238.23,8.6,0,0,1
"1/12/2009","19:15:00",2.564,0.204,237.85,10.4,0,0,1
"1/12/2009","19:16:00",0.39701355688432,0.202,238.27,10.2,0,0,0
"1/12/2009","19:17:00",2.734,0.202,238.31,10.2,0,0,1
"1/12/2009","19:18:00",6.73038611438784,0.204,238.64,10.2,0,0,1
"1/12/2009","19:19:00",2.73965551958209,0.204,238.53,10.2,0,0,0
"1/12/2009","19:20:00",1.202,0.206,239.07,10.2,0,0,1
"1/12/2009","19:21:00",1.202,0.24,238.97,10.4,0,0,0
"1/12/2009","19:22:00",2.63995,0.514,236.77,16.6,0,0,1
"1/12/2009","19:23:00",2.59765,0.49,237.53,15.8,0,0,1
"1/12/2009","19:24:00",-1.33873942968797,0.468,238.42,15.6,0,0,0
"1/12/2009","19:25:00",-1.41045746266076,0.44,238.64,15.4,0,0,1
"1/12/2009","19:26:00",2.46675,0.274,238.47,13.8,0,0,1
"1/12/2009","19:27:00",1.202,0.108,239.35,8.6,0,0,0
"1/12/2009","19:28:00",2.3787,0.114,240.01,8.6,0,0,1
"1/12/2009","19:29:00",2.60477018696774,0.104,241.01,7,0,0,1
"1/12/2009","19:30:00",3.91674384566706,0.104,241.11,7.6,0,0,0
"1/12/2009","19:31:00",5.93900633990108,0,241.76,7,0,0,1
"1/12/2009","19:32:00",2.2028,0,242.76,6.2,0,0,1
"1/12/2009","19:33:00",1.232,0,242.9,6.2,0,0,0
"1/12/2009","19:34:00",1.284,0,242.54,6,0,0,1
"1/12/2009","19:35:00",1.462,0,241.86,6,0,0,1
"1/12/2009","19:36:00",2.06605,0,241.67,6,0,0,0
"1/12/2009","19:37:00",4.97900667845038,0,241.82,6,0,0,1
"1/12/2009","19:38:00",1.762,0,241.98,6,0,0,1
"1/12/2009","19:39:00",1.96475,0,242.05,6.2,0,0,0
"1/12/2009","19:40:00",1.346,0,241.8,6,0,0,1
"1/12/2009","19:41:00",1.346,0,242.37,6,0,0,1
"1/12/2009","19:42:00",6.9898642019989,0,242.15,6.2,0,0,0
"1/12/2009","19:43:00",1.89015,0.198,241,12,0,0,1
"1/12/2009","19:44:00",1.8879,0.182,241.75,7.8,0,0,1
"1/12/2009","19:45:00",1.8827,0,241.42,7.4,0,0,0
"1/12/2009","19:46:00",1.434,0.128,240.3,11.6,0,0,1
"1/12/2009","19:47:00",1.8714,0,241.21,8.8,0,0,0
"1/12/2009","19:48:00",2.72660698697246,0.158,241.13,10.4,0,0,1
"1/12/2009","19:49:00",1.63683177482856,0.23,241.21,11.6,0,0,1
"1/12/2009","19:50:00",1.84875,0.124,242.21,10,0,0,0
"1/12/2009","19:51:00",1.80785,0,243.61,6.2,0,0,1
"1/12/2009","19:52:00",6.97912504437646,0.276,242.5,12.2,0,0,1
"1/12/2009","19:53:00",9.93106311965875,0.092,243.9,8.4,0,0,0
"1/12/2009","19:54:00",1.344,0.214,243.65,9.2,0,0,1
"1/12/2009","19:55:00",1.344,0.054,244.34,5,0,0,1
"1/12/2009","19:56:00",1.354,0.218,243.98,5.6,0,0,0
"1/12/2009","19:57:00",-0.902084237597321,0.246,243.88,5.6,0,2,1
"1/12/2009","19:58:00",9.10759901414994,0.248,244.4,5.6,0,1,1
"1/12/2009","19:59:00",1.6254,0.246,243.77,5.6,0,1,0
"1/12/2009","20:00:00",1.6316,0.244,243.52,5.6,0,2,1
"1/12/2009","20:01:00",1.6493,0.242,243.33,5.6,0,1,1
"1/12/2009","20:02:00",1.8,0.26,243.86,5.6,0,2,0
"1/12/2009","20:03:00",1.6696,0.346,243.06,6,0,1,1
"1/12/2009","20:04:00",1.192,0.344,242.62,6,0,1,1
"1/12/2009","20:05:00",1.136,0.346,243.05,6,0,2,0
"1/12/2009","20:06:00",3.88437768585507,0.344,242.65,5.8,0,1,1
"1/12/2009","20:07:00",4.22875944411274,0.346,242.99,5.8,0,2,1
"1/12/2009","20:08:00",1.69005,0.346,243.04,5.8,0,1,0
"1/12/2009","20:09:00",1.10388897634518,0.342,242.32,5.8,0,1,1
"1/12/2009","20:10:00",1.7212,0.344,242.8,6.2,0,2,1
"1/12/2009","20:11:00",0.119529617153675,0.278,244.02,5.8,0,1,0
"1/12/2009","20:12:00",1.454,0.212,243.97,5.4,0,2,1
"1/12/2009","20:13:00",1.218,0.21,243.81,5.4,0,1,1
"1/12/2009","20:14:00",1.7415,0.214,244.55,5.4,0,1,0
"1/12/2009","20:15:00",1.326,0.214,244.6,5.4,0,1,1
"1/12/2009","20:16:00",1.7153,0.206,244.12,9.2,0,2,15
"1/12/2009","20:17:00",1.486,0.2,243.19,10,0,1,20
"1/12/2009","20:18:00",1.70075,0.192,241.81,10.8,0,1,19
"1/12/2009","20:19:00",1.48,0.194,242.57,11,0,2,19
"1/12/2009","20:20:00",1.496,0.192,242.21,11,0,1,19
"1/12/2009","20:21:00",3.986,0.192,242.09,11,0,1,18
"1/12/2009","20:22:00",4.464,0.194,240.52,15,0,1,19
"1/12/2009","20:23:00",2.66965,0.058,240.92,13.8,0,1,18
"1/12/2009","20:24:00",8.30635475014298,0,241.29,13.4,0,0,19
"1/12/2009","20:25:00",3.59804112287996,0,241.88,10,0,0,18
