"Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3"
"26/1/2010","05:31:00",0.388,0.124,245.21,1.8,0,0,1
"26/1/2010","05:32:00",0.60265,0.214,245.61,2,0,0,0
"26/1/2010","05:33:00",1.56380031162894,0.216,246.24,2,0,0,1
"26/1/2010","05:34:00",0.60155,0.11,246.63,1.6,0,0,1
"26/1/2010","05:35:00",0.38,0.122,250.02,1.6,0,0,1
"26/1/2010","05:36:00",0.599,0.112,247.58,1.6,0,0,0
"26/1/2010","05:37:00",2.16587958484443,0.112,247.3,1.6,0,0,1
"26/1/2010","05:38:00",0.5962,0.11,246.64,1.6,0,0,1
"26/1/2010","05:39:00",0.59675,0.114,247.68,1.6,0,0,0
"26/1/2010","05:40:00",1.94694605056904,0.11,246.79,1.4,0,0,1
"26/1/2010","05:41:00",0.59855,0.112,247.7,1.4,0,0,1
"26/1/2010","05:42:00",1.5540591238692,0.108,246.31,1.4,0,0,0
"26/1/2010","05:43:00",0.6001,0.106,245.37,1.4,0,0,1
"26/1/2010","05:44:00",0.358,0.104,244.83,1.4,0,0,1
"26/1/2010","05:45:00",0.6015,0.104,244.54,1.4,0,0,0
"26/1/2010","05:46:00",1.7598661719745,0.104,244.9,1.4,0,0,1
"26/1/2010","05:47:00",0.60175,0,244.86,1.2,0,0,1
"26/1/2010","05:48:00",0.6001,0,246.24,1,0,0,0
"26/1/2010","05:49:00",2.22422842031629,0,245.41,1,0,0,1
"26/1/2010","05:50:00",2.84123444812324,0,245.11,1,0,0,1
"26/1/2010","05:51:00",0.262,0,244.42,1,0,0,0
"26/1/2010","05:52:00",0.27,0,244.73,1,0,0,1
"26/1/2010","05:53:00",0.268,0,244.16,1,0,0,1
"26/1/2010","05:54:00",1.39552247029281,0,245.46,1,0,0,1
"26/1/2010","05:55:00",0.268,0,244.5,1,0,0,0
"26/1/2010","05:56:00",1.95936039233861,0,244.57,1,0,0,1
"26/1/2010","05:57:00",1.6923965287276,0,243.28,1,0,0,1
"26/1/2010","05:58:00",-0.133891430684605,0,243.93,1,0,0,0
"26/1/2010","05:59:00",0.266,0,243.8,1,0,0,1
"26/1/2010","06:00:00",1.317171089105,0,243.6,1,0,0,1
"26/1/2010","06:01:00",0.5787,0,243.4,1,0,0,0
"26/1/2010","06:02:00",0.264,0,243.1,1,0,0,1
"26/1/2010","06:03:00",0.788401654837123,0,242.45,1,0,0,1
"26/1/2010","06:04:00",0.262,0,242.57,1,0,0,0
"26/1/2010","06:05:00",0.57015,0,242.32,1,0,0,1
"26/1/2010","06:06:00",0.262,0,241.96,1,0,0,1
"26/1/2010","06:07:00",0.264,0,243.1,1,0,0,0
"26/1/2010","06:08:00",0.262,0,242.5,1,0,0,1
"26/1/2010","06:09:00",0.56255,0,242.31,1,0,0,1
"26/1/2010","06:10:00",0.326,0,242.08,1.4,0,0,0
"26/1/2010","06:11:00",0.561,0.066,242.68,1.4,0,0,1
"26/1/2010","06:12:00",0.338,0.064,242.21,1.4,0,0,1
"26/1/2010","06:13:00",0.4893410408744,0.064,241.58,1.4,0,0,0
"26/1/2010","06:14:00",0.34,0.068,243.69,1.4,0,0,1
"26/1/2010","06:15:00",0.344,0.074,245.97,1.4,0,0,1
"26/1/2010","06:16:00",1.35333102223198,0.074,245.76,1.4,0,0,0
"26/1/2010","06:17:00",0.5524,0.072,245.37,1.4,0,0,1
"26/1/2010","06:18:00",0.891713578599252,0.076,246.28,1.4,0,0,1
"26/1/2010","06:19:00",0.34,0.074,245.96,1.4,0,0,0
"26/1/2010","06:20:00",1.66626302577204,0.126,246.8,1.8,0,0,1
"26/1/2010","06:21:00",0.55235,0.106,245.7,1.6,0,0,1
"26/1/2010","06:22:00",0.376,0.106,246,1.6,0,0,0
"26/1/2010","06:23:00",0.55305,0.106,245.81,1.6,0,0,1
"26/1/2010","06:24:00",0.5534,0.106,245.87,1.6,0,0,1
"26/1/2010","06:25:00",0.55375,0.104,245.25,1.6,0,0,0
"26/1/2010","06:26:00",0.5541,0.106,246.08,1.6,0,0,1
"26/1/2010","06:27:00",0.398,0.122,245.09,1.6,0,0,1
"26/1/2010","06:28:00",0.5633,0.138,244.55,2.4,0,0,0
"26/1/2010","06:29:00",0.76683374301392,0.15,243.26,3.2,0,0,1
"26/1/2010","06:30:00",0.58835,0.154,243.93,3.2,0,0,1
"26/1/2010","06:31:00",2.02820114906588,0.156,244.1,3.2,0,0,0
"26/1/2010","06:32:00",0.774,0.162,245.91,3.2,0,0,1
"26/1/2010","06:33:00",0.62605,0.158,246.21,3.2,0,0,1
"26/1/2010","06:34:00",0.742,0.126,245.81,3,0,0,0
"26/1/2010","06:35:00",0.734,0.122,244.45,3,0,0,1
"26/1/2010","06:36:00",0.658,0,245.32,2.6,0,0,1
"26/1/2010","06:37:00",0.638,0,243.83,2.6,0,0,1
"26/1/2010","06:38:00",0.67905,0,244.46,2.8,0,0,0
"26/1/2010","06:39:00",0.704,0,244.22,2.8,0,0,1
"26/1/2010","06:40:00",0.642,0,244.81,2.6,0,0,1
"26/1/2010","06:41:00",0.646,0,244.67,2.8,0,0,0
"26/1/2010","06:42:00",0.72125,0,245.05,3,0,0,1
"26/1/2010","06:43:00",0.7502,0,243.39,6.4,0,0,1
"26/1/2010","06:44:00",1.758,0,241.83,7.8,0,0,0
"26/1/2010","06:45:00",2.47,0,241.74,10.6,0,0,1
"26/1/2010","06:46:00",2.172,0,241.71,9.4,0,0,1
"26/1/2010","06:47:00",1.55574760769954,0.206,240.24,15.2,0,0,0
"26/1/2010","06:48:00",2.506,0.082,241.23,11.4,0,0,1
"26/1/2010","06:49:00",1.66401759426312,0,244.18,4,0,0,1
"26/1/2010","06:50:00",1.0623,0.048,243.9,4.2,0,0,0
"26/1/2010","06:51:00",1.81588916343596,0.046,243.7,4.4,0,0,1
"26/1/2010","06:52:00",1.566,0,241.33,7,0,0,1
"26/1/2010","06:53:00",1.14965,0,240.3,8.4,0,0,0
"26/1/2010","06:54:00",2.2245012337986,0,239.93,5,0,0,1
"26/1/2010","06:55:00",1.18925,0.048,240.35,4.4,0,0,1
"26/1/2010","06:56:00",1.95261641976439,0.052,241.22,4.2,0,0,0
"26/1/2010","06:57:00",1.0681625912519,0.056,241.41,4,0,0,1
"26/1/2010","06:58:00",0.93,0.068,240.82,3.8,0,0,0
"26/1/2010","06:59:00",1.2492,0.062,240.35,3.4,0,0,1
"26/1/2010","07:00:00",1.25545,0.062,240.3,2.6,0,0,1
"26/1/2010","07:01:00",1.2616,0.064,240.99,2.6,0,0,0
"26/1/2010","07:02:00",0.612,0.06,238.64,2.6,0,0,1
"26/1/2010","07:03:00",2.34143245485287,0.062,239.52,2.6,0,0,1
"26/1/2010","07:04:00",1.467126038797,0.064,241.09,2.6,0,0,0
"26/1/2010","07:05:00",2.24090125711404,0.06,239.48,2.4,0,0,1
"26/1/2010","07:06:00",1.2917,0.058,238.5,2.4,0,0,1
"26/1/2010","07:07:00",0.586,0,239.46,2.4,0,0,0
"26/1/2010","07:08:00",1.2986,0.052,239.45,2.6,0,0,1
"26/1/2010","07:09:00",0.656,0.09,239.3,2.6,0,0,1
"26/1/2010","07:10:00",0.664,0.092,240.29,2.8,0,0,0
"26/1/2010","07:11:00",1.29265,0.094,241.38,3,0,0,1
"26/1/2010","07:12:00",0.702,0.096,241.55,2.8,0,0,1
"26/1/2010","07:13:00",1.36884311688569,0.09,240.81,4,0,0,0
"26/1/2010","07:14:00",1.302,0.088,240.8,4,0,0,1
"26/1/2010","07:15:00",1.3085,0.088,240.48,4,0,0,1
"26/1/2010","07:16:00",1.29651554369581,0.09,240.86,4,0,0,0
"26/1/2010","07:17:00",1.3236,0.088,240.51,3.8,0,0,1
"26/1/2010","07:18:00",2.04887588521442,0.092,240.84,3,0,0,1
"26/1/2010","07:19:00",2.48699187671479,0.078,239.81,7.8,0,0,15
"26/1/2010","07:20:00",1.38795,0.096,241.32,8.2,0,0,20
"26/1/2010","07:21:00",1.82054704276197,0.11,239.43,7.8,0,0,18
"26/1/2010","07:22:00",2.5009269176084,0.092,239.27,6.6,0,0,19
"26/1/2010","07:23:00",1.598,0.088,238.03,6.6,0,0,18
"26/1/2010","07:24:00",1.4408,0.088,238.87,6.6,0,0,18
"26/1/2010","07:25:00",1.77530962573022,0,238.64,6.4,0,0,18
"26/1/2010","07:26:00",1.52,0,239.43,6.2,0,0,19
"26/1/2010","07:27:00",1.612,0,237.62,6.8,0,0,18
"26/1/2010","07:28:00",4.2316737625483,0,236.57,9,0,0,18
"26/1/2010","07:29:00",1.38755,0.11,236.12,11.2,0,0,26
"26/1/2010","07:30:00",2.87522357808592,0.114,237.83,11.8,0,0,27
"26/1/2010","07:31:00",2.304,0.114,237.58,9.6,0,0,27
"26/1/2010","07:32:00",2.13,0.116,237.6,8.8,0,0,27
"26/1/2010","07:33:00",1.87900212684038,0.12,238.26,9,0,0,28
"26/1/2010","07:34:00",1.4992,0,238.44,7.4,0,0,22
"26/1/2010","07:35:00",1.62424854232622,0,238.88,6.4,0,0,18
"26/1/2010","07:36:00",1.562,0,238.56,6.4,0,0,18
"26/1/2010","07:37:00",1.53995,0,239.61,6.6,0,0,19
"26/1/2010","07:38:00",1.576,0,239.25,6.6,0,0,18
"26/1/2010","07:39:00",1.694,0,239.23,7,0,0,18
"26/1/2010","07:40:00",1.958,0,238.3,8.2,0,0,18
"26/1/2010","07:41:00",1.6457,0.054,238.85,8.6,0,0,18
"26/1/2010","07:42:00",1.6795,0.052,237.53,8.2,0,0,18
"26/1/2010","07:43:00",1.98,0.054,238.36,8.2,0,0,18
"26/1/2010","07:44:00",1.966,0.052,237.33,8.2,0,0,18
"26/1/2010","07:45:00",1.78145,0.056,238.65,8.2,0,0,18
"26/1/2010","07:46:00",1.982,0.056,238.69,8.2,0,0,18
"26/1/2010","07:47:00",2.36018040905902,0.064,237.55,9.4,0,0,18
"26/1/2010","07:48:00",1.9016,0.07,238.1,10,0,0,18
"26/1/2010","07:49:00",2.94948917641376,0.068,237.47,10,0,0,18
"26/1/2010","07:50:00",1.986,0.07,238.02,9.6,0,0,18
"26/1/2010","07:51:00",2.352,0.074,239.78,9.8,0,0,19
"26/1/2010","07:52:00",2.0667,0,239.15,9.6,0,0,18
"26/1/2010","07:53:00",2.27,0,239.23,9.4,0,0,18
"26/1/2010","07:54:00",2.286,0,240.24,9.4,0,0,18
"26/1/2010","07:55:00",2.77845917279285,0,238.19,9.4,0,0,18
"26/1/2010","07:56:00",2.46287549413473,0,238.3,10.2,0,0,18
"26/1/2010","07:57:00",4.16308882315295,0.092,236.84,11,0,0,18
"26/1/2010","07:58:00",2.28935,0.094,237.53,11,0,0,18
"26/1/2010","07:59:00",2.638,0.096,238.01,11,0,0,18
"26/1/2010","08:00:00",3.79027816288017,0.102,239.66,10.6,0,0,19
"26/1/2010","08:01:00",2.674,0.21,239.02,11.2,0,0,18
"26/1/2010","08:02:00",4.22864583453436,0.296,238.41,12.4,0,0,18
"26/1/2010","08:03:00",2.4037,0.284,237.04,11.2,0,0,18
"26/1/2010","08:04:00",2.456,0.272,237.67,10.4,0,0,18
"26/1/2010","08:05:00",2.4456,0.096,237.66,9.8,0,0,18
"26/1/2010","08:06:00",2.41,0.1,238.53,10,0,0,18
"26/1/2010","08:07:00",2.394,0.096,237.3,10,0,0,18
"26/1/2010","08:08:00",2.418,0.1,238.73,10,0,0,18
"26/1/2010","08:09:00",2.4883,0.1,238.55,10,0,0,18
"26/1/2010","08:10:00",2.4778,0.102,238.74,10,0,0,18
"26/1/2010","08:11:00",2.406,0.1,238.38,10,0,0,18
"26/1/2010","08:12:00",2.396,0.098,237.89,10,0,0,18
"26/1/2010","08:13:00",2.42,0.102,238.87,10,0,0,18
"26/1/2010","08:14:00",4.29272236002718,0,238.93,9.8,0,0,18
"26/1/2010","08:15:00",2.332,0,239.04,9.6,0,0,18
"26/1/2010","08:16:00",3.19679055762042,0,238.78,9.6,0,0,19
"26/1/2010","08:17:00",3.54649544777868,0,238.24,9.6,0,0,18
"26/1/2010","08:18:00",3.9919951688472,0,238.8,9.6,0,0,18
"26/1/2010","08:19:00",2.5998,0,239.11,9.6,0,0,18
"26/1/2010","08:20:00",2.94772991081567,0,237.82,9.6,0,0,18
"26/1/2010","08:21:00",2.316,0,238.21,9.6,0,0,18
"26/1/2010","08:22:00",2.62375,0,238.12,9.6,0,0,18
"26/1/2010","08:23:00",2.63205,0,238.99,9.6,0,0,18
"26/1/2010","08:24:00",2.6418,0.07,238.86,9.8,0,0,18
"26/1/2010","08:25:00",2.6512,0.076,239.72,9.8,0,0,19
"26/1/2010","08:26:00",3.42004984319365,0.072,238.63,9.8,0,0,18
"26/1/2010","08:27:00",2.6626,0.074,239.19,9.8,0,0,18
"26/1/2010","08:28:00",3.17394714314142,0.07,237.97,9.6,0,0,18
"26/1/2010","08:29:00",2.334,0.072,238.88,9.6,0,0,18
"26/1/2010","08:30:00",2.66015,0.074,239.07,9.8,0,0,18
"26/1/2010","08:31:00",2.6605,0.076,240.43,9.8,0,0,18
"26/1/2010","08:32:00",2.66205,0.076,240.92,9.8,0,0,19
"26/1/2010","08:33:00",2.69335,0.072,241.53,14.6,0,0,18
"26/1/2010","08:34:00",3.226,0.072,241.08,13.6,0,0,19
"26/1/2010","08:35:00",2.7203,0.08,242.64,9.8,0,0,19
"26/1/2010","08:36:00",3.15801137891467,0,241.22,9.6,0,0,18
"26/1/2010","08:37:00",3.42193978078735,0,241.92,9.6,0,0,19
"26/1/2010","08:38:00",2.32,0,241.9,9.6,0,0,18
"26/1/2010","08:39:00",3.34917710347213,0,242.41,9.6,0,0,19
"26/1/2010","08:40:00",2.6881,0,241.59,9.4,0,0,19
"26/1/2010","08:41:00",2.67915,0,241.86,9.4,0,0,18
"26/1/2010","08:42:00",2.296,0,240.45,9.4,0,0,19
"26/1/2010","08:43:00",2.6537,0,242.17,9.6,0,0,18
"26/1/2010","08:44:00",2.65,0,241.21,9.4,0,0,19
"26/1/2010","08:45:00",2.6499,0,242.42,9.6,0,0,18
"26/1/2010","08:46:00",2.65075,0.112,243.14,10,0,0,19
"26/1/2010","08:47:00",2.65215,0.114,243.57,10,0,0,19
"26/1/2010","08:48:00",3.7153412152277,0.106,241.32,10,0,0,18
"26/1/2010","08:49:00",2.6522,0.108,241.77,10,0,0,19
"26/1/2010","08:50:00",4.00615279323835,0.106,241.21,10,0,0,19
"26/1/2010","08:51:00",2.404,0.106,241.23,9.8,0,0,18
"26/1/2010","08:52:00",2.652,0.106,241.15,9.8,0,0,19
"26/1/2010","08:53:00",4.10854220667944,0.106,241.27,9.8,0,0,18
"26/1/2010","08:54:00",2.396,0.104,240.66,9.8,0,0,18
"26/1/2010","08:55:00",4.33814109072738,0.11,241.96,10,0,0,19
"26/1/2010","08:56:00",2.524,0.108,241.87,10.4,0,0,19
"26/1/2010","08:57:00",2.52,0.108,241.94,10.4,0,0,18
"26/1/2010","08:58:00",3.6413982962178,0.108,241.88,10.4,0,0,19
"26/1/2010","08:59:00",2.67525,0.106,241.27,10.4,0,0,18
"26/1/2010","09:00:00",2.514,0.106,241.42,10.4,0,0,19
"26/1/2010","09:01:00",2.508,0.106,241.16,10.4,0,0,18
"26/1/2010","09:02:00",3.41771084772427,0.106,241.24,10.4,0,0,19
"26/1/2010","09:03:00",2.86055592506422,0,241.57,8,0,0,18
"26/1/2010","09:04:00",2.98704442783583,0,242.16,6.8,0,0,19
"26/1/2010","09:05:00",1.67,0,242.12,6.8,0,0,19
"26/1/2010","09:06:00",3.16302743791208,0,241.85,6.8,0,0,18
"26/1/2010","09:07:00",2.61225,0,241.29,6.8,0,0,19
"26/1/2010","09:08:00",1.656,0,241.26,6.8,0,0,18
"26/1/2010","09:09:00",2.68175961623084,0,241.32,6.8,0,0,19
"26/1/2010","09:10:00",2.56155,0,241.33,6.8,0,0,18
"26/1/2010","09:11:00",1.742,0.05,241.4,7.2,0,0,19
"26/1/2010","09:12:00",3.40643442219709,0.068,243.03,7.2,0,0,19
"26/1/2010","09:13:00",2.4862,0.066,242.11,7.2,0,0,18
"26/1/2010","09:14:00",2.4486,0.062,240.77,7,0,0,19
"26/1/2010","09:15:00",2.43125,0.06,239.4,7,0,0,18
"26/1/2010","09:16:00",2.4159,0.062,240.61,7,0,0,18
"26/1/2010","09:17:00",1.718,0.062,240.2,7,0,0,19
"26/1/2010","09:18:00",2.3858,0.062,240.4,7,0,0,18
"26/1/2010","09:19:00",2.67110393307536,0.062,240.05,7,0,0,18
"26/1/2010","09:20:00",1.702,0.06,239.8,7,0,0,19
"26/1/2010","09:21:00",2.33985,0.06,239.53,7,0,0,18
"26/1/2010","09:22:00",1.716,0.064,240.81,7,0,0,18
"26/1/2010","09:23:00",1.692,0,241.37,7,0,0,19
"26/1/2010","09:24:00",1.666,0,241.8,6.8,0,0,18
"26/1/2010","09:25:00",2.27625,0,241.99,6.8,0,0,19
"26/1/2010","09:26:00",3.26752683040263,0,242.03,6.8,0,0,19
"26/1/2010","09:27:00",3.14410374633332,0,241.41,6.8,0,0,18
"26/1/2010","09:28:00",1.666,0,241.84,6.8,0,0,19
"26/1/2010","09:29:00",2.1997,0,242.49,6.8,0,0,18
"26/1/2010","09:30:00",2.18065,0,240.65,6.8,0,0,19
"26/1/2010","09:31:00",1.66,0,241.31,6.8,0,0,18
"26/1/2010","09:32:00",1.81091701075495,0,240.45,6.8,0,0,19
"26/1/2010","09:33:00",1.652,0,240.67,6.8,0,0,18
"26/1/2010","09:34:00",2.10645,0,239.62,7,0,0,18
"26/1/2010","09:35:00",1.754,0.092,240.65,7.2,0,0,19
"26/1/2010","09:36:00",1.746,0.09,240.16,7.2,0,0,18
"26/1/2010","09:37:00",2.84009864833831,0.094,241.23,7.2,0,0,19
"26/1/2010","09:38:00",1.742,0.09,239.64,7.2,0,0,18
"26/1/2010","09:39:00",3.76230321192919,0.092,240.22,7.2,0,0,18
"26/1/2010","09:40:00",2.54835214801038,0.09,239.88,7.2,0,0,18
"26/1/2010","09:41:00",1.77120919402609,0.096,241.33,7.2,0,0,19
"26/1/2010","09:42:00",1.9551,0.092,240.67,7.2,0,0,18
"26/1/2010","09:43:00",3.71614272653979,0.098,242.28,7.2,0,0,19
"26/1/2010","09:44:00",1.9533,0.098,242.24,7.2,0,0,19
"26/1/2010","09:45:00",1.95595,0.1,243.05,7.2,0,0,18
"26/1/2010","09:46:00",1.766,0.098,242.11,7.2,0,0,19
"26/1/2010","09:47:00",1.96135,0.1,243.15,7.2,0,0,19
"26/1/2010","09:48:00",1.756,0.096,241.53,7.2,0,0,18
"26/1/2010","09:49:00",1.96685,0.1,243.38,7.2,0,0,19
